,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,concentrated_disadvantage_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,num_pois_nearby,distance_freeway
38,AUI-10202,"6013 W Cadillac Ave, Los Angeles, CA",34.037672,-118.374714,90034,6037270300,14077.83722,2580.000687,4427.031969,5486.790395,1584.014166,5200.026312,2844.777739,2355.248573,731.8047184,868.8681387,1630.498809,1968.854646,3159.456765,10665.91403,0,630.0965675,7907.526163,465.2694902,3508.097141,875.222746,905.7087742,6287.336551,5678.569768,608.7667834,615.6464934,5313.922696,693.320903,1288.051378,602.8744068,9.35678005,938.4731339,271.4418871,599.7432359,5588.596098,388.5697857,9799.750834,-0.093048141,27.35584805,69345.47712,2.620178105,11663.39539,800674.8459,228.0524957,12,17:23,27.07,56.279,30,3.061780027
39,AUI-10253,"587 S Hobart Blvd, Los Angeles, CA",34.0638047,-118.3055059,90006,6037211802,50626.72745,8516.124688,16717.57781,19959.26552,5433.759428,21753.41999,10890.73426,10862.68573,3651.663618,3960.770325,4807.811582,9333.174468,10917.37748,38132.65917,106.6531,1641.522857,29065.71165,1705.269339,12175.7916,5904.271933,6100.519933,19264.43483,17616.36653,1648.068297,2529.49055,21562.50434,1444.735571,4635.538772,1348.675546,74.25741752,3232.164817,1230.918431,752.4103829,24456.99342,2703.573425,38536.58303,0.056663321,30.89995154,42646.70627,2.306479687,41767.97482,678253.4742,229.3347095,116,564:03:00,213.56,729.65,94,2.154780472
40,AUI-10215,"609 W Alpine St, Los Angeles, CA",34.063369,-118.241175,90012,6037207103,19227.55955,2566.245422,6972.409104,6799.104871,2889.800151,6585.62516,3205.750974,3379.874186,1905.186228,914.6014273,1392.194506,2373.642999,3835.228635,14976.88906,67.50882607,510.1940733,7701.855903,804.4028905,8434.507343,1671.909831,1902.202034,5115.616392,4447.288107,668.328285,864.3479851,5386.524313,710.7140429,1083.299452,506.9879057,14.3301898,1587.087574,894.0121349,267.5801959,6847.961703,262.3365431,11610.00582,0.436107104,29.1923217,45147.25247,2.476656833,15935.3839,534370.1767,345.0032401,107,283:28:00,154.69,1086.834,99,1.515521511
41,AUI-10219,"6438 N Fulton Ave, Los Angeles, CA",34.18744,-118.422412,91401,6037123520,15344.93209,3150.869116,4030.849427,6189.903651,1973.309892,5184.515286,3472.277294,1712.237992,1023.430997,1004.136583,1617.76121,1539.186496,3937.937343,10889.01492,19.9630976,866.5875563,7709.110599,613.7186258,4340.319641,1032.874323,1180.454797,6267.423405,5553.315708,714.1076971,813.4179288,5304.450962,581.956759,1402.848463,418.7661145,1.088300666,1165.053679,473.5803821,458.69326,5354.192908,169.6776214,9736.293959,0.194469834,32.52057037,51931.30728,2.892777527,12820.67379,581762.7585,162.7103233,138,611:40:00,748.21,1810.076,29,1.595635176
42,AUI-10242,"1109 South La Brea Ave, Los Angeles, CA",34.054634,-118.343996,90019,6037216200,15359.99754,2324.711301,4195.914111,7053.836511,1785.535622,6902.846079,3211.608616,3691.237463,565.4252198,707.6989333,1761.356242,3868.365685,2948.581127,11843.70013,0.450024011,330.8263956,9563.301732,406.1252966,3255.944487,1179.356255,1100.650107,7364.466785,6808.364179,556.1026058,964.7787915,6432.699488,778.1274207,1670.019257,679.1285476,3.327018996,1361.683971,169.9749482,684.6826443,7688.77217,785.9260906,13123.95683,-0.201744445,29.22380442,84435.75376,2.293093582,12694.25948,1042294.865,202.1316496,71,306:51:00,95.27,1401.968,49,1.91493501
43,AUI-10272,"7614 N Louise Ave, Los Angeles, CA",34.2088705,-118.5096412,91406,6037131100,10450.45703,2156.036621,2381.627107,4520.479739,1392.313559,3305.04732,2317.102847,987.9444731,374.9323488,552.371096,1220.800792,1156.943083,2416.19884,7744.736391,8.891212112,457.7694355,5388.674865,372.0421006,2823.830078,290.6791014,352.6373004,4708.713263,4216.373763,492.3394995,299.7972711,3565.209331,598.8918042,893.8750576,330.0915932,0.607078305,981.0764803,142.7176859,535.9267096,3399.155777,94.10845697,6427.951498,-0.478993255,33.30347109,71152.9421,3.162928619,8627.878194,488878.2287,88.42176773,61,144:28:00,221.9,765.377,27,2.783999045
44,AUI-10260,"9866 N De Soto Ave, Los Angeles, CA",34.249545,-118.5883922,91311,6037113303,8876.565891,1623.463658,2152.400167,4089.235617,1011.466448,3276.367675,2260.649102,1015.718573,184.5041238,621.5310826,1072.97115,1397.361318,2660.835937,6013.893097,24.40937396,389.7910616,4797.72429,467.7012161,2308.356552,551.4856087,409.4225559,4035.282129,3578.248967,457.033162,411.3636014,3530.495016,381.6201792,510.1248584,367.7519004,7.732336797,807.5128607,100.4030646,389.4549841,3324.067466,47.69979094,6297.922908,-0.308078774,29.86799216,81100.32758,2.815343406,7318.543445,492424.0459,29.60809834,35,60:03:00,83.36,383.122,26,1.373663279
45,AUI-10258,"11118 S Main St, Los Angeles, CA",33.934146,-118.2737655,90061,6037241110,19658.48808,6017.735387,5734.005851,6510.169813,1396.577031,4953.67739,3766.548448,1187.128942,1903.239032,1488.532389,1192.352545,369.5534241,5941.080702,12757.26657,105.926195,1313.890205,7544.75244,639.1945159,6339.957018,695.0148054,1280.822105,6319.160395,5560.903794,758.2566009,2222.590074,5884.674289,613.5967813,832.430084,202.9209499,11.13033547,1139.054222,707.6531589,304.3524134,5158.106692,204.4293018,8847.355906,1.292026181,33.80335103,37475.33671,3.948844562,16244.56991,335318.7874,16.1380693,20,48:52:00,21.92,162.301,26,1.333340257
46,AUI-10222,"3840 S Western Ave, Los Angeles, CA",34.016127,-118.3087569,90062,6037231300,23777.54508,5604.685206,6693.42918,9067.584101,2411.846595,6923.32859,4858.770471,2064.558119,2501.695592,1503.33872,1896.802382,1021.491896,6124.047415,16535.3677,23.85138675,1003.613949,11353.53068,830.0390772,6515.069465,981.3624031,1595.052631,8643.026021,7393.499767,1249.526254,1772.387228,7900.656915,978.8513682,1874.543562,570.5325571,28.94627583,1718.462295,735.8413733,764.0894667,7236.700927,313.3723373,12650.38705,0.570832904,36.8608332,43686.78764,3.454128708,19648.20218,455848.0855,51.27872792,13,16:56,33.95,97.768,28,1.890432184
47,AUI-10209,"11730 National Blvd, Los Angeles, CA",34.0218937,-118.4394675,90064,6037271500,10913.94806,1875.195053,2993.82201,4174.674471,1870.256523,4803.702017,2531.619655,2272.082362,260.0477521,211.1446493,1016.67209,3315.837526,2450.744928,8032.541171,0,308.2257535,5981.994264,226.4460677,3052.975709,448.7598585,640.3550353,4635.578498,4273.768034,361.8104638,345.6378533,3318.537076,742.7141418,1334.735829,565.1879297,20.81928758,1184.279965,39.59951249,495.0294651,5098.80939,295.1073724,9399.050073,-0.511830174,25.98222123,92249.97208,2.244056501,9011.201334,1149062.292,279.8313822,39,95:12:00,170.65,355.88,28,1.61378364
48,AUI-10210,"11667 W Santa Monica Blvd, Los Angeles, CA",34.044141,-118.455429,90025,6037267501,26479.87281,2612.145127,12348.82349,8895.992301,2622.911895,12525.50436,4406.560332,8118.944025,808.1690726,905.0236508,2321.872365,8490.439269,5001.805695,20588.13347,46.50430573,416.044376,17377.1246,1006.908084,5673.92618,2595.274073,2384.862128,12544.43623,11427.00849,1117.427746,545.9228248,11946.65544,1738.122152,2454.29411,1228.052902,10,1732.099296,361.3617665,699.7954658,12962.17329,436.6689354,23727.6882,0.615230741,25.85143572,88540.26034,2.218465212,21870.92129,791142.9118,352.8967035,77,187:31:00,79.35,938.178,60,1.322098659
49,AUI-10213,"10478 W Wilshire Blvd, Los Angeles, CA",34.0647503,-118.4310256,90024-2613,6037265700,13916.40022,1734.360998,4759.586284,4200.2375,3222.215438,5973.430103,2573.728102,3399.702,134.6527827,502.5369995,990.2162028,4346.024118,4579.922153,9081.392854,0,1293.230841,6346.469227,415.7971619,5619.201085,593.0844329,983.0983218,4400.025558,4052.020266,348.0052921,229.8434847,3169.440688,865.4048299,1521.430568,771.669883,18.52325866,1937.944734,171.650812,681.9878927,7122.1846,1148.754497,11274.43135,-0.250749639,23.34009213,93630.62978,2.026578351,11484.73456,1568214.902,353.4333528,81,210:05:00,219.77,917.149,19,2.638738744
50,AUI-10211,"8334 Lincoln Blvd, Los Angeles, CA",33.9618772,-118.4208079,90293,6037276500,11212.54405,1186.942063,5839.285685,3033.859302,1152.456999,3658.040381,1676.254873,1981.785509,23.86863433,281.4037539,1008.247262,2344.520731,5157.262629,5875.534135,0,2143.494505,5948.62351,392.2585851,3868.840642,343.0367359,638.8891098,4111.661209,3815.601546,296.0596632,135.6956739,3616.873687,595.4174507,711.310907,980.6416569,44.37980845,678.418166,70.37041828,424.9564278,3977.859285,319.8189033,7199.314272,-0.377179069,24.74691118,100100.6036,2.401823423,9273.053554,942925.0929,97.98305782,67,156:46:00,154.54,731.494,39,2.159787836
51,AUI-10221,"12159 W Olympic Blvd, Los Angeles, CA",34.032711,-118.4550231,90064,6037267600,13555.1265,2048.972952,5077.688831,4893.218307,1535.246415,5808.954124,2481.137853,3327.816271,485.6469293,615.7896104,1216.294549,3491.223035,3178.393709,9808.613486,23.64663044,356.1560862,7952.33949,375.3241347,3308.76097,949.968433,861.1682292,5768.707987,5304.211618,464.4963686,513.4345958,5373.715461,715.7751278,1338.867923,521.6876981,2.293280934,1026.06749,177.4504435,466.3514621,6091.2801,282.3259758,11012.9775,-0.043408833,23.5504741,75647.97552,2.321641033,11204.15354,874753.3264,337.3636234,13,19:23,29.39,101.938,41,1.235582991
52,AUI-10217,"6646 W Sunset Blvd, Los Angeles, CA",34.0978525,-118.3348393,90028,6037190700,21185.17845,1400.911692,9454.490127,8041.542164,2288.234472,12119.65245,2730.073472,9389.578981,912.7426048,1533.983193,3463.916586,6209.010069,3445.668896,17412.32815,85.86398845,744.5915691,13431.99484,1593.771265,4939.560189,3292.785015,3505.265008,8295.471364,7608.103141,687.3682227,381.2677435,9692.071828,568.7118133,2514.716404,631.8452323,24.64956274,1342.085068,994.5362607,399.0552796,14131.94405,2012.291593,21141.36979,0.675669975,31.65114533,45437.47254,1.73677729,17469.11963,724225.9897,171.6600463,135,262:50:00,464.54,1249.104,121,1.099057981
53,AUI-10208,"12237 W Santa Monica Blvd, Los Angeles, CA",34.0400118,-118.4655934,90025,6037267402,23486.91689,3022.088218,9567.24974,8322.451794,2575.127141,11141.48235,4186.987259,6954.495087,649.0757351,824.7439348,2127.314201,7540.348475,4398.040237,18218.9125,29.09353631,471.1183314,15058.63758,934.4523653,4727.818919,2175.951491,1995.299794,10642.35021,10030.72311,611.6271012,710.8927704,10235.35883,1508.057162,2429.265329,885.5010279,0.455231444,1632.728661,334.9109397,707.4339373,11763.26002,621.7776748,21218.494,-0.079384646,23.74339373,85796.36029,2.144505432,19428.20498,953373.6151,355.0555635,242,563:31:00,575.01,3281.288,58,1.431637982
54,AUI-10271,"11816 W Major St, Los Angeles, CA",33.984934,-118.4002577,90230,6037275603,7868.819468,1479.962687,1608.889878,3501.338225,1278.628677,3399.984585,1986.551699,1413.432886,156.1552711,298.5380194,899.4351781,2045.856117,1682.915754,5917.714231,13.27881303,243.8082336,4346.783757,205.3461544,1989.839049,263.8970874,376.1888492,3607.294693,3346.475705,260.8189878,251.3811861,2907.554175,495.7625279,644.9871879,287.4763746,11.00349158,764.2421548,92.24123001,459.9472369,3546.161002,146.1764172,6625.307572,-0.534447708,28.89101686,105096.6113,2.308529511,6602.571237,804968.1662,172.0915213,21,33:52:00,16.4,112.958,47,1.390274466
55,AUI-10252,"11677 San Vicente Blvd, Los Angeles, CA",34.0542471,-118.4651397,90049,6037264103,15935.40362,1605.612737,6135.455287,5897.051755,2297.283844,8339.579721,2867.037586,5472.542135,193.1168149,305.7973447,1666.922912,6173.742649,2505.622457,12986.13329,3.445555565,365.8772514,10186.53675,812.8659801,3542.082484,1518.601735,1561.962501,7189.92049,6905.996664,283.9238258,505.4279554,6903.966085,761.0924622,1973.810417,544.61709,3.050698563,1423.228848,256.9847066,596.2745425,8832.616796,493.0370753,16007.1311,1.638058076,29.80355326,127148.8271,2.288787281,13169.76304,1051089.757,127.5025437,60,135:11:00,151.49,799.72,63,1.260714534
56,AUI-10250,"8624 S Wilton Pl, Los Angeles, CA",33.9591244,-118.314752,90047,6037238400,11758.73199,2296.69348,2539.419911,4619.021318,2303.597282,4582.084745,2918.241671,1663.843074,578.0854839,941.2849001,1800.944146,1261.770215,2980.257566,8331.025604,8.36352953,471.7716883,5272.328371,424.617036,3959.332178,536.4124065,670.4645721,4649.076926,4228.42611,420.6508164,1078.928968,3097.575849,1208.603566,395.0299772,562.0973129,9.021665825,1498.662771,425.0631117,1104.055069,4814.601476,232.5167312,8573.418784,0.599712462,34.29576098,58916.03006,2.555797792,9673.55886,429026.993,39.27735331,6,5:42,8.59,39.544,26,2.379384452
57,AUI-10246,"1516 N North Spring St, Los Angeles, CA",34.0678286,-118.2305633,90012,6037206010,10687.8059,1619.60075,3513.677011,4136.550472,1417.977671,2866.921155,1675.757273,1191.163882,1114.543585,389.8618996,594.3690212,768.1466496,2060.918646,8389.390633,55.19685879,394.956968,3804.625443,388.2814598,5092.14391,632.496008,702.4854913,2406.850145,2049.451425,357.39872,516.9807028,2540.791729,478.174538,529.8988431,255.3791414,0.38119161,737.9803917,352.7870069,154.0270031,2996.76462,129.8434653,4994.767076,0.65225281,30.92369812,43493.47957,2.919210634,8996.212609,539276.4649,273.036392,46,121:07:00,32.97,372.329,63,1.60933044
58,AUI-10220,"616 W Washington Blvd, Los Angeles, CA",34.0347482,-118.2737356,90015,6037224020,16264.34503,2939.153862,7366.276317,4508.457337,1450.457517,5422.42726,2567.474056,2854.953204,1736.947208,1041.51456,1131.512407,1512.453085,6295.599989,9559.718142,74.24356665,1308.765189,7609.897687,677.4652114,5366.362691,1264.527842,1804.239344,3692.267156,3002.299464,689.9676913,1194.793523,5454.886644,410.4551711,940.9022847,796.6542516,6.999336367,844.5837191,464.8535456,266.1868335,5948.41649,525.9892303,8991.761889,0.828188788,31.46938727,27659.24234,2.670340523,13410.18465,477839.869,118.3763456,23,26:17:00,39.43,92.755,50,0.703607184
59,AUI-10243,"13076 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,2533.240387,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,4923.262278,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,12755.30275,0.615220678,32.55219775,42651.64317,3.069314591,17560.6015,443866.1254,257.7454909,3,0:00,0,0.139,33,2.705201734
60,AUI-10204,"2843 S Flower St, Los Angeles, CA",34.0262014,-118.2760072,90007,6037224700,18416.10664,2235.83282,11989.01684,3158.511825,1032.745149,4006.828812,1755.68218,2251.146632,1286.788957,589.7527441,1035.331488,1094.955624,11415.13886,6667.465424,47.49201576,3775.898355,7029.346958,1145.524178,8299.934786,844.3124212,1528.097119,2743.12838,2267.983181,475.145199,1054.949655,4720.574452,437.2521339,543.7731023,1322.366885,5.38038493,522.8799572,272.7389187,217.909864,4446.03154,439.2027276,6548.889182,1.417935674,28.01072468,23885.51043,3.149199871,15194.41824,441081.0559,87.40954217,150,257:53:00,235.9,1185.914,62,1.298632788
61,AUI-10200,"182 S Alameda St, Los Angeles, CA",34.047486,-118.2378968,90012,6037206031,15251.92594,688.525878,5068.911374,7488.674926,2005.813764,7414.276495,1252.255969,6162.020526,1293.247593,1270.840482,1931.306904,2918.881516,1712.214622,13391.02187,33.96697685,162.9581066,5866.470573,643.4671144,8130.811914,1836.261966,1720.22469,2989.6786,2763.74581,225.9327903,321.0662821,3846.743449,533.9060665,1012.08912,466.211819,7.520118363,1771.287782,1439.121321,276.6220094,8315.973194,901.6966987,11191.87294,0.218474074,30.2582519,57075.2344,1.650526515,12675.35624,563772.1507,312.8530362,207,595:58:00,587.23,3000.431,122,1.45706809
62,AUI-10227,"19135 W Victory Blvd, Los Angeles, CA",34.186682,-118.549965,91335,6037133100,12776.04828,2661.310819,2884.766438,5106.682899,2123.288123,4246.552205,2892.310137,1354.242068,584.0955022,966.1531128,1309.445989,1386.857601,3133.520114,9186.55721,21.01747792,605.0278076,5930.811057,498.0486849,4004.708704,445.3066358,878.1332596,5026.247474,4490.496991,535.7504824,704.7630862,3851.014083,721.5197311,1000.185533,354.9971227,3.094586534,1145.514173,474.4820078,472.0698044,4405.593934,159.0417286,7920.225244,-0.018458885,32.81412833,64405.08232,2.899524371,10637.39194,529774.9345,83.53531283,49,245:58:00,89.72,483.443,18,1.755975552
63,AUI-10235,"12387 W Osborne St, Los Angeles, CA",34.2609217,-118.4031581,91331,6037104704,6410.389296,1919.396929,1711.367406,2240.967738,538.6572229,1696.485289,1322.870808,373.6144806,600.8630382,405.5310234,489.9595218,200.1317051,1946.007489,4204.460334,12.47893821,304.0125381,2759.424339,184.7926644,1680.479475,231.6766407,226.1619531,2310.069577,2001.490091,308.579486,626.6102584,2087.793301,268.0241702,272.7371344,129.6608147,1.2089192,409.9633849,133.1115546,194.8829836,1771.77498,75.28969194,3285.268961,-0.025134082,29.83041974,46264.91073,3.600686921,5287.986796,298336.5169,31.66377964,102,260:23:00,246.43,1462.296,22,2.027760243
64,AUI-10206,"6765 W Foothill Blvd, Los Angeles, CA",34.2479199,-118.2792176,91042,6037101220,7719.114895,1452.89725,1731.452915,3357.039639,1177.725091,2826.379184,1944.908015,881.4711682,393.0100748,680.6886243,1017.392059,735.2884257,1813.87857,5704.260833,0,327.4928524,3597.999877,303.0557398,2554.07272,396.7226044,683.1937758,3094.543084,2809.766073,284.7770109,474.9006477,2272.333569,480.1557653,567.149679,272.6931372,5.667726877,796.1111192,393.3819321,294.4512661,2972.505298,146.1261146,5341.153634,-0.407935422,33.9225028,67920.82952,2.741716357,6371.595657,526557.258,6.940341919,108,259:11:00,199.01,1055.438,26,1.719342171
65,AUI-10266,"12518 W Oxnard St, Los Angeles, CA",34.180236,-118.5055565,91316,6037980024,4419.037851,1177.071249,739.7445851,1958.373959,543.8480575,1703.010304,1037.517677,665.4926266,90.65172643,221.6554691,404.6027144,986.1003941,1068.59424,3126.070239,0.580058591,73.55445489,2388.475276,101.8701731,805.4030607,214.2106794,243.7538892,1953.501401,1784.137381,169.36402,235.4250912,1470.532526,186.0237689,607.922216,123.8831647,0.113600345,421.7823566,63.2442048,127.2779581,1714.979483,11.96917848,3334.964271,-1.144364106,30.73764463,110416.212,2.919556042,3638.478243,671128.9399,132.519547,25,32:46:00,43.81,186.468,6,2.007965033
66,AUI-10264,"12728 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,2533.240387,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,4923.262278,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,12755.30275,0.615220678,32.55219775,42651.64317,3.069314591,17560.6015,443866.1254,257.7454909,45,82:41:00,74.99,360.141,33,2.705201734
67,AUI-10229,"15596 W Roxford St, Los Angeles, CA",34.3116785,-118.4712724,91312,6037106510,5742.55891,1547.972861,1446.352637,2055.047597,693.185816,1423.644784,1179.615111,244.0296736,427.0992069,371.0848689,462.6404078,162.8203008,1706.699235,3798.055766,8.695571043,280.5098044,2721.239132,75.12359435,1568.754205,134.0795038,177.6512214,2348.681456,1910.345825,438.3356311,560.318862,1956.493534,310.7141521,302.6658131,151.3656325,0,414.4848807,82.18017387,166.9426946,1494.897811,71.25302707,2683.304911,-0.561588033,32.06226109,71554.82961,3.832193689,4747.385209,465464.028,8.774647039,121,346:09:00,109.57,2017.355,12,1.702046149
68,AUI-10247,"13194 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,2533.240387,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,4923.262278,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,12755.30275,0.615220678,32.55219775,42651.64317,3.069314591,17560.6015,443866.1254,257.7454909,25,65:38:00,2.08,393.226,33,2.705201734
69,AUI-10251,"1348 Abbot Kinney Blvd, Los Angeles, CA",33.990557,-118.4664823,90291,6037273502,12785.34134,1722.612498,3885.843691,5495.767167,1681.117985,6452.128471,2536.019515,3916.108956,323.1078246,498.3210325,1214.317034,4416.382581,1976.76127,10460.15927,7.958154055,171.5591736,8233.725172,599.4785168,2344.801008,953.9264693,1050.920926,5134.304342,4691.028415,443.2759272,528.0432795,4897.732251,417.8526905,2331.750171,581.9510573,4.439002293,1163.464029,231.2793628,456.2252102,7485.174907,1033.046436,12136.04327,-0.034806224,28.70493031,103029.7227,1.95494559,12198.16112,1566599.575,437.6037451,96,258:10:00,106.31,1318.231,63,1.057303313
70,AUI-10267,"13629 W Sherman Way, Los Angeles, CA",34.2019429,-118.4512499,91401-2649,6037127220,21020.54141,4877.722903,6026.098019,7955.779979,2160.940513,6791.07073,4301.147845,2489.922885,1579.538854,1643.763258,2068.761717,1499.006901,5593.469671,14456.51381,51.00400222,951.3366581,10539.87355,1208.880385,4811.724764,1705.419139,1740.515011,8523.740045,6764.780837,1758.959208,1412.054052,8052.844805,685.3185395,1275.184678,525.633891,0.891634016,1446.651355,542.262449,451.185397,7049.009352,257.9386217,12545.44607,0.629913051,32.38513279,42743.5499,3.08720532,17346.38567,440640.7293,257.747749,12,27:49:00,6.58,76.58,33,1.842014457
71,AUI-10249,"3773 Motor Ave, Los Angeles, CA",34.0209031,-118.4045579,90034-5702,6037269903,25209.09034,2992.982323,10593.18747,9511.670546,2111.249996,12259.04356,4668.645871,7590.397685,573.0320106,1047.912448,3031.280132,7606.818964,4502.539409,19963.00774,17.60588417,454.00148,17010.6907,778.9823468,4638.023203,2660.624363,1973.761541,13315.2541,12370.88367,944.3704276,468.2382159,11775.3959,1737.229119,2023.05261,1470.701499,4.311571264,1524.162546,335.5933779,666.9327047,13065.86649,806.8229299,23437.21834,-0.39322762,26.02581684,74780.24355,2.143189402,20804.90442,786370.2201,245.6972916,126,440:55:00,212.56,1887.829,68,1.508422013
72,AUI-10236,"840 Imperial Hwy, Los Angeles, CA",33.9308114,-118.2907242,90047-4899,6037241202,16595.64366,4982.632053,4431.088003,5750.765959,1431.157643,4866.800303,3524.393926,1342.406377,1538.159998,1351.576138,1584.61823,392.4459364,5104.162112,10728.74069,24.46528794,870.2127599,6803.765209,617.6489559,4699.450914,859.3341968,1391.890151,5379.534763,4656.138621,723.3961419,2122.750488,4967.423314,799.9106525,830.0289012,198.7090516,7.693289326,1149.342859,482.6259293,528.8471885,5235.679107,368.878804,8793.749385,1.058319226,34.47699103,38343.54847,3.352536998,13709.77419,382391.2384,21.15833594,18,45:07:00,84.45,165.544,18,1.357509435
73,AUI-10233,"4121 Valley Blvd, Los Angeles, CA",34.06483,-118.194347,90032,6037201402,11122.43157,2909.903122,2896.560525,3738.217159,1577.750764,2955.722654,2318.933841,636.7888129,1501.741205,582.9903272,576.0264913,294.9646309,3491.67784,7277.171337,29.47967873,801.2848762,4695.961304,461.0496959,3566.420298,532.7560979,518.3743447,3709.663597,3098.477637,611.1859603,1188.525382,3486.904443,588.5155978,384.7336366,235.8076268,0,942.880301,308.6544545,336.2305289,3036.115018,80.39236428,5287.204602,0.807879214,33.45556474,43694.05575,3.589658469,9233.188705,421834.679,54.73863525,111,188:55:00,262.68,1119.677,30,1.587543083
74,AUI-10231,"1862 Robertson Blvd, Los Angeles, CA",34.0452966,-118.3865051,90035-4232,6037269500,17033.60999,3697.77471,4860.024648,6509.102852,1966.707783,6608.84721,3382.164563,3226.682646,521.026657,771.0212531,1508.912631,3807.886669,4193.281749,12383.08365,0,587.3030344,9328.896115,472.4270205,3871.689621,1052.261416,1172.409245,7512.909478,7027.212635,485.6968425,466.4436404,5870.707515,724.5128266,1845.80499,872.1105162,15.76026653,1185.267319,334.106951,665.0175958,7177.68162,568.8344106,12574.34377,-0.346457963,26.12939852,103512.1327,2.620982632,14084.9009,1168062.978,285.9762502,70,207:03:00,173.01,934.29,29,2.83050213
75,AUI-10238,"8931 Venice Blvd, Los Angeles, CA",34.0288024,-118.3898835,90034,6037270100,13278.9645,1695.803002,4694.869316,5597.82002,1290.472159,6368.11184,2458.838547,3909.273293,348.5218425,711.7556911,1475.49617,3832.338136,2355.550066,10599.35205,0,329.2606092,8613.738969,405.003024,2687.864095,1200.423754,1019.066047,6889.444433,6566.963897,322.4805358,382.103813,5943.474286,672.368845,1298.607235,691.3514139,7.937189427,782.2904715,179.0130171,478.9343301,6725.38143,357.2695898,12200.93839,-0.298958526,26.21149642,83491.14284,2.193550341,10992.61118,807090.7618,247.4014709,12,17:12,13.91,98.873,66,2.008304835
76,AUI-10289,"4940 Paso Robles Ave, Los Angeles, CA",34.1609594,-118.5018593,91316-3402,6037139600,5219.30939,1005.936048,980.0455442,2149.961678,1083.36612,2089.852559,1419.266462,670.5860973,112.3028459,112.8032997,450.1233758,1414.623038,1176.563455,3906.899593,6.789728515,213.4884886,2681.899381,129.002053,1533.112037,125.5611283,198.2425533,2151.397184,1979.251557,172.1456277,110.1928965,1502.586577,237.9250127,710.2597907,218.6581455,12.46985521,657.7187676,55.56772344,335.9868338,2306.783212,216.9306523,4059.224643,-0.770940611,34.64466105,119022.489,2.520416821,4311.347765,1017819.968,147.6250701,71,146:56:00,4.35,800.247,59,1.60602114
77,AUI-10285,"10928 W Pico Blvd, Los Angeles, CA",34.0389882,-118.4303435,90064,6037267800,10818.27562,1815.728662,2948.681548,4375.505966,1678.359444,4661.72527,2320.337824,2341.387446,118.9187056,283.6113713,1045.145957,3214.049236,2726.268639,7776.687079,0.026343121,239.7343308,6019.25394,292.6344425,2851.243539,588.5147355,612.000448,4570.820777,4270.947435,299.8733425,326.5107386,3651.848803,678.5685394,1316.178621,357.7372465,14.9207304,974.4457807,118.9562493,494.1463861,5062.886544,401.1612734,9036.392212,-0.498543229,23.20044157,91281.66415,2.346391426,8943.666301,1042178.287,292.0788484,12,24:52:00,17.25,93.621,48,1.490009622
