,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,concentrated_disadvantage_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,num_pois_nearby,distance_freeway
118,AUI-10325,"8201 Tampa Avenue, Los Angeles, CA",34.219355,-118.553673,91306-1630,6037131600,9807.654889,2179.921454,2538.206438,3965.459715,1124.067282,2667.244628,2055.161432,612.0831955,644.7526788,529.2844252,749.9071351,743.3003887,2905.623804,6584.440549,32.53439565,557.5608687,4754.818558,281.6556298,2923.695864,295.213406,396.6754468,3717.121076,3193.641379,523.4796971,538.6839408,3029.515505,479.5503357,900.6865391,335.3865519,9.679626647,580.3210642,234.872819,265.2057347,2791.907608,124.6629801,5061.143198,-0.361784012,31.43968663,67425.55548,3.638409172,8130.370177,499980.0558,85.61155447,12,13:29,1.01,50.585,19,3.555444097
119,AUI-10306,"6007 Variel Ave, Los Angeles, CA",34.1799432,-118.5933178,91365,6037134905,8385.754565,1161.574975,2636.454862,3318.882822,1268.841906,3892.930987,2051.908868,1841.022118,98.41746625,439.2811779,1210.018098,2145.214245,1615.390294,6444.866371,2.942243768,357.6208249,4972.240863,333.9483268,2060.221826,691.6782505,673.8049993,4054.707521,3760.175084,294.5324373,326.3106354,3578.503865,344.2180805,829.7721674,219.7467503,0,913.1106628,153.021789,385.7913507,4171.251869,278.3208828,7511.461661,-0.027864696,34.2713693,85057.32707,2.257202204,6923.992595,511824.3208,118.9793148,50,94:07:00,45.36,352.593,38,1.450830691
120,AUI-10356,"7647 Canoga Avenue, Los Angeles, CA",34.209773,-118.5984299,91304,6037134306,19417.43575,5187.78509,5453.940564,7251.485427,1524.224668,5388.448936,4021.426588,1367.022348,1641.358999,978.0634813,1787.305383,981.7210732,5352.647794,13141.90829,125.2566232,946.6226726,9910.822093,696.9263497,4189.274662,1166.518538,1172.905566,7768.538876,6085.650499,1682.888377,1616.404068,7762.135003,505.3799776,1183.89817,437.3983429,22.01059938,953.8072467,321.2952048,358.1105873,5508.797687,120.3487503,10135.86716,0.038690865,31.14504579,66076.41353,3.563043658,16055.92062,432704.1796,61.45465744,30,109:32:00,0,386.748,28,1.149963179
121,AUI-10338,"3845 Selig Pl, Los Angeles, CA",34.0685547,-118.1989767,90031,6037199120,12416.24705,3195.590419,3128.256004,4250.984936,1841.415689,3335.943114,2535.959892,799.983222,1620.095978,643.9580286,680.4257736,391.4633343,3748.769141,8198.620929,27.71135023,846.1133615,5180.138328,574.1697723,4022.77602,616.0664455,698.5968302,3861.774669,3162.942453,698.8322155,1032.343774,3742.514674,724.5330509,418.5502947,291.7407591,2.799549479,1031.919303,421.9741443,440.2781565,3456.202735,120.2596201,5936.359733,0.84040914,33.5632435,42885.93283,3.519963722,10325.69273,443102.8476,50.63650271,15,18:02,0,95.19,31,1.508188754
122,AUI-10348,"10215 Palms Blvd, Los Angeles, CA",34.0272776,-118.4069342,90034,6037269907,25152.16843,2843.466786,10886.99523,9367.921534,2053.784879,12646.52651,4423.055859,8223.470651,488.7284854,1052.467946,3009.903584,8095.426495,4466.919295,20052.69367,28.24484713,384.3273858,17092.90305,844.1422545,4513.297045,2851.224125,2078.620512,13503.96382,12575.37242,928.5913976,530.7292313,11921.00454,1788.066965,2037.393438,1338.442731,7.995377433,1462.651988,350.647217,638.0504046,13441.63689,795.1103822,24278.78409,-0.384631604,25.72976456,87892.58461,2.059992424,20706.31202,994007.7937,271.5260942,35,182:59:00,0,455.12,40,1.329380271
123,AUI-10342,"9418 National Blvd, Los Angeles, CA",34.0310983,-118.396575,90034,6037269800,16550.3469,2104.634887,6392.93705,6521.11581,1531.659151,8158.213138,3086.804093,5071.409045,349.5531921,747.1029792,1765.774705,5295.782261,2974.603052,13159.84774,5.030921696,324.1886352,10929.1747,459.7859426,3174.320576,1606.204333,1266.714223,8793.076114,8363.335101,429.7410132,394.3397847,7577.145871,912.1217545,1599.581905,837.9328173,2.392349134,988.5419878,196.2063245,527.687973,8668.392531,510.1793937,15695.25743,-0.421440505,25.71519992,94795.61535,2.163075236,13666.5624,1050740.144,266.2977919,3,1:38,0,5.799,54,1.778872034
124,AUI-10297,"13308 Paxton St, Los Angeles, CA",34.276106,-118.422684,91331,6037104320,14235.43137,3899.523075,4061.219103,4947.492786,1327.196404,2981.554455,2460.570975,520.9834802,1463.126204,889.5888572,429.2354525,199.6039421,4075.530074,9550.822008,14.14426565,800.8163237,6316.217418,634.5831987,3772.204751,468.2396078,496.856623,5332.677129,4483.092887,849.5842422,791.0565491,4874.487816,386.783417,754.4673535,285.5393867,14.93944512,890.0830116,207.3102329,356.3379209,3035.421094,53.86663815,5420.873478,0.032000684,29.06563198,58653.67887,4.975133842,11743.62703,383038.8796,34.45806602,18,27:27:00,1.11,163.09,25,2.77344064
125,AUI-10303,"1499 Gordon St, Los Angeles, CA",34.097803,-118.320168,90028,6037190902,26526.97884,3297.291078,10085.10654,10454.90769,2689.673535,12044.88823,4401.671766,7643.216465,1771.701503,2135.960946,3109.405967,5027.819816,5372.279546,20578.36106,33.69463123,945.2209214,15708.76083,1340.553671,6683.827771,3246.577496,3249.856482,9628.909886,8875.876981,753.0329055,1206.460483,10969.12153,872.6143859,2732.693317,1131.806595,2.525010772,1624.982569,1105.4799,317.8148019,14062.13357,2017.245343,21152.66607,0.399448847,32.81023852,41330.27096,2.137001877,21897.79844,770476.5563,170.9363814,46,218:32:00,0,343.759,87,1.541455271
126,AUI-10305,"3211 Beverly Blvd, Los Angeles, CA",34.072617,-118.283315,90057,6037208610,35738.89724,6249.621495,11234.79485,14455.32131,3799.159582,13417.48798,7452.429685,5965.058297,2472.67951,2173.185434,3422.744948,5348.87809,7968.523732,26578.98133,42.2482583,1384.704281,19684.71427,1622.425313,8772.175783,3002.128603,3400.859588,13927.63836,12193.86107,1733.77729,2133.331123,14322.99442,1452.831712,3013.949338,864.1896204,30.74918742,2113.658386,844.4807302,613.9638892,14846.27565,1428.78767,24441.77442,0.308052168,32.73250687,48961.76651,2.688357114,29458.61842,658645.7639,210.9265407,23,97:55:00,0,308.069,49,2.277235607
127,AUI-10300,"3215 Beverly Blvd, Los Angeles, CA",34.072713,-118.283534,90057,6037208610,35702.37637,6232.60141,11254.98145,14426.9336,3787.859908,13401.49483,7444.576271,5956.918561,2471.067148,2170.157906,3418.510296,5341.759483,7954.503751,26553.09002,40.71798102,1379.451559,19661.77896,1612.845337,8781.929377,3000.633933,3416.489723,13907.44808,12190.51158,1716.936495,2127.184564,14309.03441,1447.938918,3015.685009,858.8701944,30.25042914,2115.603851,835.3151108,608.8777742,14839.336,1437.841165,24402.69728,0.306474983,32.70221439,48857.17696,2.68880041,29431.92646,659728.1487,210.6831164,58,195:31:00,2.14,722.274,49,2.281779936
128,AUI-10301,"256 S Lafayette Park Pl, Los Angeles, CA",34.0675494,-118.2796614,90057,6037208620,43078.12394,8376.833289,12693.86217,17229.81638,4777.612092,16107.36804,9044.600534,7062.767505,3768.325975,2822.245232,3920.220587,5596.576246,9992.698361,31600.94818,90.0935855,1718.636006,23070.3042,2030.014654,10436.15918,4072.360709,4071.847593,14689.32964,12331.82311,2357.506532,3053.733769,16929.08152,1573.251858,3468.900738,1058.868273,40.20180715,2594.704767,1299.057031,731.0962637,17547.27184,1439.903805,28294.23727,0.430440668,34.6052802,43733.4698,2.682525265,35749.11742,619951.789,231.9684183,5,2:15,0,14.399,58,1.533628779
129,AUI-10327,"948 E Vernon Ave, Los Angeles, CA",34.0037883,-118.2591613,90011,6037228600,31825.96596,10138.78896,9057.333917,10723.68846,1906.154618,7370.884525,6057.211309,1313.673216,4184.013347,1540.384808,1319.249424,327.2369457,10706.94001,19786.66809,69.39476944,2119.860719,13727.34298,1164.489056,7884.482057,1496.264039,1916.902424,9981.472473,8638.178134,1343.294339,3812.42595,11381.77754,906.0241835,1067.508894,363.2021866,8.830177806,1231.995129,782.8084044,444.9275903,7681.297524,310.4129985,13266.91741,0.899997182,33.71107216,36649.66263,4.318782842,26269.5929,354985.8907,17.78563235,2,0:03,0,0.276,33,1.721476023
130,AUI-10332,"923 E 3rd St, Los Angeles, CA",34.0463078,-118.2341624,90013,6037206031,11609.98187,1012.515494,3755.334127,5045.175915,1796.956336,4854.094856,1221.120793,3632.974063,1127.523112,907.2980381,1212.241426,1607.03228,1733.216812,9681.534323,28.38559561,256.7638229,4208.302741,378.3802656,6165.997299,1311.03096,1096.348468,2414.603548,2115.333448,299.2700999,505.6392245,2700.873907,432.3782189,716.5636304,345.7835162,12.70346814,1354.755848,1056.767917,258.9266027,5260.275471,406.1806152,7478.238236,0.08742916,30.70997623,60373.21096,1.865836664,9733.791368,562359.7696,255.7084252,97,502:03:00,0,1895.49,89,1.501287425
131,AUI-10350,"9850 Exposition Blvd, Los Angeles, CA",34.0288099,-118.4027129,90034,6037270100,22868.69877,2547.138173,9929.040408,8637.030668,1755.48952,11678.66179,3979.512676,7699.149117,442.5854431,993.6703024,2664.791763,7577.614285,4070.288983,18244.82768,24.01589733,367.7877321,15624.13009,714.758774,4091.496797,2660.528231,1966.008066,12475.50377,11694.70298,780.8007876,501.3561575,11001.07364,1506.385461,1898.360114,1211.806157,6.504716787,1222.187587,302.8026771,560.031723,12407.07858,728.4167914,22458.11045,-0.402467307,25.73608173,87449.59217,2.039117893,18819.17047,1017433.389,268.7018424,65,633:14:00,0,741.562,62,1.53404424
132,AUI-10346,"1757 S Robertson Blvd, Los Angeles, CA",34.0476983,-118.3860416,90035-4232,6037217001,17817.2005,3900.447938,5070.111285,6645.623068,2201.018211,7072.383602,3516.37741,3556.006191,516.5840714,821.090786,1526.727301,4207.981443,4360.844064,12909.03444,0,598.7435399,9702.734498,435.831343,4135.783644,1145.21447,1385.641999,7765.206254,7272.761308,492.444946,529.9175128,6021.151838,683.3870952,1984.732003,993.0422591,20.42130314,1299.065381,399.2494226,680.6937613,7766.132773,693.7491711,13394.54378,-0.342501939,25.98577704,98207.11554,2.581938475,14728.82895,1163865.362,288.2579045,5,13:23,9.84,91.244,36,2.967595259
133,AUI-10360,"2411 N Thomas Street, Los Angeles, CA",34.0740651,-118.2053002,90031,6037199202,16589.42954,4110.874562,4308.024876,5893.20827,2277.321829,4722.109844,3417.838697,1304.271147,2172.458023,797.3913836,998.4073897,753.8530476,4698.481429,11252.33572,55.61442405,874.5808445,7046.394696,882.8165835,5058.01474,899.3811623,1161.671999,5101.208717,4223.247851,877.9608661,1082.253858,4932.193122,994.1298198,643.938909,459.6721497,16.4606953,1281.463493,720.9423546,597.9550256,4973.501157,251.3913126,8356.678055,0.64975706,33.54030773,44672.50784,3.484265443,13774.20685,485753.2009,50.10480891,12,5:00,0,27.413,42,1.766222141
134,AUI-10334,"176 S Virgil Ave, Los Angeles, CA",34.0712476,-118.28635,90004,6037211121,41669.23312,7502.807952,13384.84482,16589.49304,4192.087311,15862.97732,8944.147703,6918.82962,3092.832601,2578.105851,3906.433524,6285.605347,9476.665788,30637.69274,39.46773488,1528.226262,22790.60585,1731.653831,10307.78246,3720.890215,4314.640488,15558.67128,13655.45162,1903.219659,2573.698149,16824.66466,1538.92307,3529.267638,865.8943839,31.85610453,2372.309046,884.4166751,589.3540979,17632.64097,1769.663645,28397.72062,0.3219928,33.01518362,46034.84971,2.652976888,34368.75774,635277.6644,214.4070107,26,62:50:00,0,334.522,59,1.510327191
135,AUI-10304,"3619 Regal Pl, Los Angeles, CA",34.13395,-118.3632699,90068,6037143700,5118.145906,606.2076215,1702.169482,2316.143648,493.6251543,2670.118082,1087.953307,1582.164774,52.91227837,197.7063168,614.0636061,1805.43588,647.6957988,4298.117256,10.39903964,49.8005606,3238.944076,315.7256065,981.2795359,255.9382406,527.536244,2392.89936,2226.919075,165.9802849,107.9231759,2174.797875,130.4225992,820.4221217,107.2809829,6.020496636,424.1210157,15.97019086,186.9951525,2914.461554,244.3434722,5190.297169,-0.274298164,31.74804003,107520.028,2.053264412,4370.197007,1212580.008,163.6848073,16,44:12:00,3.58,121.47,53,1.370371801
136,AUI-10370,"18744 Parthenia St, Los Angeles, CA",34.2278025,-118.5420773,91324,6037115404,11910.88363,2580.099311,3637.627466,4465.450798,1227.706057,3555.557836,2496.724602,1058.833234,572.0316348,691.7535559,1193.207657,1098.564988,3649.720717,7807.171772,28.11720443,544.1143324,6147.968451,224.2628169,3180.641797,604.4200942,697.225776,4832.900406,4329.872385,503.0280214,758.0951576,4066.798996,573.9428334,910.670271,588.0344082,8.521942577,717.9153985,216.624914,382.7018081,3688.294044,132.7362078,6788.12796,-0.293648899,29.3081433,59111.96284,3.290283992,9882.546227,532275.7389,92.60564769,14,2:20,0,15.638,33,3.749526231
137,AUI-10343,"21021 Devonshire St, Los Angeles, CA",34.2574949,-118.5916991,91311,6037113101,10945.45071,1936.829966,2663.661431,4954.337307,1390.622005,3927.620213,2780.901624,1146.718589,224.7552109,731.4336039,1277.602222,1693.829176,3103.462182,7592.46619,35.64423319,445.7696405,5961.591277,525.2515837,2851.685362,629.5637848,502.9652687,4984.545385,4497.341988,487.2033963,497.5572613,4319.008844,489.632334,732.9341661,414.7311016,5.284831125,982.2676113,130.1578959,404.5790115,3999.146891,71.52667844,7583.315927,-0.450886069,32.09277242,86903.86599,2.902461753,9029.317705,511043.3125,29.61084471,27,92:19:00,0,254.512,33,1.370834377
138,AUI-10368,"6945 Sepulveda Blvd, Los Angeles, CA",33.9742777,-118.394348,90045,6037277000,7105.409869,1232.839233,1409.705654,3092.4804,1370.384581,3029.029731,1947.653694,1081.376037,36.35431208,345.4485049,740.6250254,1906.601888,1148.315041,5670.854294,35.9765913,155.7516589,3916.322186,178.499725,1884.207943,102.0870252,172.1100428,3382.843028,3243.348938,139.49409,78.0885194,2589.849243,445.0814673,496.6838025,364.6653074,20.04236593,945.2424912,77.10837592,536.2036638,3163.273145,134.2434138,5885.577293,-0.748845596,28.78263847,127826.2873,2.335427894,5863.864975,902665.4838,105.5943435,10,7:33,0,42.935,33,12.80815798
139,AUI-10354,"838 S Barrington Ave, Los Angeles, CA",34.0544555,-118.466163,90049,6037264103,15698.18138,1623.646713,5918.012684,5832.874537,2323.647444,8225.417705,2870.969071,5354.448635,181.2714324,286.5641813,1640.085264,6117.496828,2456.984303,12798.95741,3.066147507,367.4319229,10020.02976,784.6331297,3478.992479,1479.425975,1504.923751,7079.069432,6810.747331,268.3221009,509.2480356,6759.004927,733.6205546,1989.221338,535.8686088,2.314330776,1440.404934,249.7219488,598.7108504,8722.703544,497.2858387,15806.07721,1.394260214,29.3952709,130480.9949,2.277542346,12974.41945,1096706.189,122.0185137,16,90:15:00,0,362.481,63,1.244100276
140,AUI-10375,"4294 Coldwater Canyon Ave, Los Angeles, CA",34.1479032,-118.4135263,91604,6037143500,9144.928156,1773.859783,2043.09238,4049.124522,1278.851471,4063.358186,2280.594088,1782.764098,97.57982159,298.750693,1131.592785,2535.434885,1900.56507,6962.061438,0,226.4677048,5417.249318,438.3299222,1685.677623,518.8010244,537.383655,4338.671823,4005.409282,333.2625414,465.1176503,3478.169927,283.8489873,1326.848534,313.2761886,15.10568134,858.4753809,95.98839326,369.3786083,4372.097957,308.7397712,7857.630182,-0.172916222,33.40178913,120674.1151,2.299805616,7711.401094,1093916.056,233.7015896,62,382:16:00,0,1020.293,43,1.402691537
141,AUI-10380,"4319 Whitsett Ave, Los Angeles, CA",34.149205,-118.4054894,91604,6037143500,10444.53792,2050.240417,2238.3952,4688.925548,1466.976754,4611.709077,2610.924028,2000.78505,125.2753337,365.4664791,1282.550961,2838.416303,2136.282377,7979.643415,0,249.5002552,6174.579574,517.5220782,1903.554914,591.1616885,597.1334788,4900.716298,4489.140567,411.5757304,531.3429774,3953.100029,345.442008,1512.145948,344.9127716,18.97881727,984.2676556,119.9480954,437.2084995,4953.670067,341.9609896,8923.333877,-0.081334039,33.60884391,120728.281,2.32878317,8827.237186,1056973.063,228.2713687,57,257:47:00,0,1009.383,55,1.545023992
142,AUI-10373,"15450 Plummer St, Los Angeles, CA",34.2423921,-118.4691955,91343,6037117201,14912.54048,4006.179449,3961.438088,5446.524484,1498.398455,3917.859548,3043.72209,874.1374578,895.8425639,895.4908959,1029.153293,1097.372795,4585.618779,9624.360232,60.93180042,963.7016833,6658.483583,484.3860573,4254.808479,558.0979382,619.9935194,5600.282346,4931.358332,668.9240146,948.4746131,4653.68829,513.3699923,993.955202,483.3363817,14.13371695,868.0947208,286.5592809,301.3836492,4068.438681,150.579133,7347.846755,-0.28889314,31.66768506,67450.75176,3.589115374,12383.28277,470393.2701,80.95824305,4,0:43,0,2.448,27,1.688835577
143,AUI-10349,"11175 Glenoaks Blvd, Los Angeles, CA",34.2730714,-118.4114497,91331-2536,6037104701,19503.29589,5500.341129,5296.967241,6998.355626,1707.631897,4645.074023,3803.112367,841.9616561,2088.732939,1087.719261,975.1519749,493.4698484,5958.754123,12808.08814,53.3294954,1293.900009,8191.452453,911.8937566,5595.1713,856.0746566,827.1923847,6534.089762,5399.665547,1134.424215,1661.904682,6099.077755,692.733811,939.3365273,429.7121779,30.59218238,1153.193509,449.6600674,467.3476663,4715.630685,70.55666221,8558.421311,0.626671406,31.24478534,47816.99067,4.190232966,16106.35066,347357.7487,32.61483593,4,1:39,0,8.703,28,1.474397505
144,AUI-10347,"9776 S Sepulveda Blvd, Los Angeles, CA",33.9474756,-118.3957034,90045-5802,6037980028,413.7310834,77.43463577,113.9345648,179.8414525,42.52043033,157.8123101,98.37792624,59.43438382,7.025091677,15.91976916,53.21832924,81.64911999,118.0224163,286.1972959,0.979228887,18.3050751,236.8743259,8.386509488,97.97938405,12.77243449,27.48397073,193.2346835,178.3592586,14.87542487,24.93507384,160.0453824,27.49167171,30.50782429,18.82944752,0,25.49420424,3.577185582,16.89159474,177.4797543,19.66744421,305.8950975,-0.286980813,28.49216515,76115.59126,2.860772343,342.0044304,712679.3323,90.30164321,7,5:30,0,28.777,28,3.374278863
145,AUI-10355,"8932 Woodman Ave, Los Angeles, CA",34.2321757,-118.4378409,91331-6020,6037119800,16220.17852,3394.773262,4432.939029,6408.555043,1983.91119,4064.296053,3320.627298,743.6687548,1217.935161,970.3552694,944.5442507,931.4613714,4482.343883,11322.09452,60.669806,991.7111237,8097.267227,660.1761767,4581.669885,411.6377332,479.367838,7036.836337,6125.289857,911.5464797,542.1512026,5963.347266,801.6467846,891.0998697,428.8952876,12.27801944,1128.588894,449.337436,475.5069363,4201.313923,137.0178703,7591.176174,-0.351039472,31.18385622,69289.05416,4.081533097,13430.59258,414899.6268,43.43641936,17,52:04:00,0,99.232,26,1.961534061
146,AUI-10351,"17415 Vanowen St, Los Angeles, CA",34.1938899,-118.5124217,91406,6037132001,9412.677498,2262.673051,2139.621771,3953.611067,1056.77161,3043.629018,2133.100804,910.5282144,393.5492343,489.7976907,1125.108705,1035.173388,2652.874689,6447.631464,15.73377695,443.8841553,4862.568755,257.6321723,2188.545842,349.580879,380.1623998,4297.418418,3782.110754,515.3076642,672.4146113,3398.333603,393.9780455,779.8034324,290.4536738,0,656.6319404,199.3328571,273.5390305,3146.049702,102.4206843,5891.249231,-0.261604434,30.3272596,86233.54555,3.057908138,7775.843579,567227.7168,85.10090043,46,168:10:00,0,331.887,26,1.761148784
147,AUI-10341,"4349 E Valley Blvd, Los Angeles, CA",34.063514,-118.19118,90032,6037201402,10841.87273,2707.572659,2899.919191,3711.810912,1522.569963,2901.548337,2274.708579,626.8397576,1438.177839,574.270558,580.0372872,309.0626528,3290.280279,7225.809971,30.58935549,708.5449116,4732.890349,444.7576933,3379.936404,481.5874898,436.9019332,3844.122254,3196.452208,647.670046,1134.535528,3535.907055,607.7529222,367.5152944,220.7289896,0.986087979,966.4599494,278.2594012,344.995416,2981.862841,80.31450481,5238.375301,0.629698152,33.01900618,46665.84123,3.660936064,8977.273885,418658.9973,61.62332527,8,12:34,0,83.206,79,1.899250195
148,AUI-10337,"1751 Westwood Blvd, Los Angeles, CA",34.0510894,-118.4385126,90024-3990,6037265520,21079.9501,2647.184428,8464.453113,7004.601759,2963.710805,9551.805038,3885.294131,5666.510907,101.422386,366.0544011,2086.853046,6997.475205,6679.521601,13909.54205,15.21246678,574.3534349,11812.47393,747.7877373,6159.551186,1420.908407,1945.72497,8282.112497,7497.55885,784.5536474,622.6742365,6842.131105,1748.350939,2023.72282,1185.83899,12.43007478,1803.967803,234.3514124,756.2814771,10440.50639,888.701354,18161.2929,-0.149519018,24.51602275,96993.06037,2.230938858,17395.34751,800029.6875,375.2821093,29,33:36:00,0,209.732,41,3.700274143
149,AUI-10378,"6959 Esplanade St, Los Angeles, CA",33.9585867,-118.4492361,90293,6037278102,4529.020232,403.6347568,1279.675489,2100.533312,745.176674,2294.435225,973.2805903,1321.154635,35.42291341,107.2761649,500.8514196,1650.884728,656.4713289,3762.438231,0,76.28640478,2952.97809,148.4191453,1050.402681,265.8361987,202.4869484,2449.705262,2343.555156,106.1501068,113.6641282,1898.412234,206.0114826,626.0037589,218.8238812,3.726734019,501.4541972,43.6799098,318.3800154,2504.405098,209.9698728,4527.122628,-0.62762883,30.87668728,131806.8524,2.104154383,6036.648087,1189365.58,154.7047519,95,367:29:00,0,1803.186,93,1.945517352
150,AUI-10366,"1248 Westwood Blvd, Los Angeles, CA",34.0578887,-118.4431004,90024,6037265510,20923.25005,2032.085535,10941.96057,5181.461443,2767.742502,8897.835488,2938.950091,5958.885397,55.62548538,429.0120605,2196.570632,6216.62731,9503.821968,11038.742,14.01004762,2072.034499,9976.554302,758.8942389,8451.922886,1115.674584,2588.474067,5618.073408,5192.788744,425.2846649,448.2720157,5358.814274,2023.126884,1491.675108,1089.938035,13,1719.256314,136.2922426,670.0344193,10294.50389,1396.668406,16248.50346,1.066527636,25.36911271,89510.44271,2.221163314,17258.83312,888816.1149,312.1412899,7,13:31,0,91.231,36,1.318179423
151,AUI-10336,"4839 Laurel Canyon Blvd, Los Angeles, CA",34.1588738,-118.3968676,91607,6037124000,14128.35895,2257.94956,3903.665702,5889.864197,2076.879493,6328.50543,3085.101192,3243.404238,360.6586844,719.1984951,2023.440434,3225.207816,2573.776451,10945.83188,20.67857414,332.0171957,8045.327558,833.289487,3169.492234,1146.094671,1202.715706,6395.502395,5893.314122,502.1882724,589.9334205,5147.512199,533.6572723,1814.633844,539.6731778,9.851064741,1315.025825,240.7563187,647.967923,6763.820951,435.3155216,12267.31955,0.208091769,29.30973965,82723.08519,2.229991026,11731.41712,821295.4114,221.7787103,80,207:57:00,0,851.722,28,1.431726955
152,AUI-10376,"7428 S Sepulveda Blvd, Los Angeles, CA",33.9731993,-118.3948075,90045,6037277000,7231.566335,1255.765198,1403.075424,3153.824881,1418.900832,3063.659658,1992.553149,1071.106509,37.47956144,355.2936884,742.4428463,1928.443562,1149.683641,5792.477633,38.66431616,161.8539135,3965.67727,176.6988861,1943.923242,95.35222103,156.1702479,3420.845632,3289.703581,131.1420513,66.60985124,2619.076322,446.872893,504.4774442,373.9475547,21.30305624,979.860364,79.14453176,552.6627391,3194.225997,130.5663388,5950.109407,-0.799626168,28.70690429,129654.149,2.352697827,5967.215826,930125.4901,99.75099768,2,0:02,0,0.145,50,1.280224968
153,AUI-10382,"10654 W Magnolia Blvd, Los Angeles, CA",34.1648054,-118.3634964,91601,6037125501,17531.58083,1983.976364,7107.406841,6590.718608,1849.479016,8513.389641,3224.483997,5288.905644,751.0266519,1141.710752,2874.873613,3745.778624,3291.561533,13898.96271,1.445471717,362.9940796,10714.99686,771.2374528,4267.969313,1716.388414,2166.369172,8313.957902,7844.382636,469.575266,642.9287613,7440.244784,627.1891022,1971.960719,667.1433358,8.4589234,1240.605989,440.4737366,564.3243486,9154.793549,641.4039077,16280.59622,0.200880896,30.7593276,57812.42934,2.162881249,14496.94948,654180.0987,168.2588365,21,74:31:00,0,191.764,37,2.132059042
154,AUI-10364,"6040 Jefferson Blvd, Los Angeles, CA",34.0204237,-118.380283,90016,6037702502,6792.559305,1124.674204,1374.903411,3033.256714,1259.724976,3043.825091,1592.698569,1451.126522,239.4222362,263.9811078,837.5339451,1702.887802,1378.394783,5158.145151,0,237.6561544,3485.277728,153.5823554,2150.346305,337.7914182,313.2615641,2815.385828,2608.265681,207.1201473,272.8351366,2146.08075,522.3366386,442.8613597,370.089563,3.909416696,845.0468067,189.4790357,446.3023797,3209.383401,165.55831,5802.787611,-0.169795939,28.27873727,81418.39925,2.213045178,5656.465986,653322.3731,167.8992543,5,0:44,0,2.715,34,2.295242012
155,AUI-10389,"5263 Packard, Los Angeles, CA",34.0507581,-118.3511493,90019,6037217100,17749.39548,2902.517545,4771.618701,8144.846135,1930.4131,7530.974298,3680.114309,3850.859989,925.1470862,866.8410901,2148.43535,3590.550772,3603.492098,13472.95802,2.778812567,485.7609465,10532.04013,517.2343074,4071.083363,1457.852904,1190.947529,8263.644807,7648.210202,615.434605,951.3330912,6966.989198,1005.189504,1699.722296,834.2719648,25.86716813,1569.489325,262.5537002,778.9192345,8139.083957,608.1096582,14230.63508,-0.13233122,29.43661088,72009.65177,2.342239629,14704.93831,952383.8377,175.5760714,15,106:14:00,0,136.281,31,2.155614342
156,AUI-10388,"9818 Reseda Blvd, Los Angeles, CA",34.249297,-118.535973,91324-2036,6037115201,11511.50539,1857.984547,4290.013505,3927.785036,1435.722301,3882.809195,2214.668623,1668.140572,165.0730262,459.798526,1344.954882,1912.982761,4464.448258,6833.79236,0.248741498,962.5043705,5807.344111,407.8052689,3610.620204,582.4173552,634.2806818,4503.696688,4069.856658,433.8400292,388.327432,3665.919051,834.808492,665.8235195,639.4274723,1.365576281,839.1800644,218.5914001,447.3339212,4067.708781,184.8995859,7369.55696,-0.30818119,28.7929098,74662.48821,2.955941911,9593.56459,594014.93,114.060024,8,3:40,0,15.432,34,2.499488649
157,AUI-10363,"8800 S Hoover St, Los Angeles, CA",33.9572904,-118.2863728,90044,6037240300,25795.93874,8560.377928,6825.173398,8602.994174,1807.39324,7215.879361,5293.343552,1922.535809,2657.971939,2098.344949,1969.711751,489.8507226,8045.823838,16248.61759,104.061012,1468.309333,9695.06863,820.2803348,7592.793418,1529.484295,2446.857826,7818.926087,6793.881013,1025.045074,4354.832869,7070.226005,773.3285344,1468.908274,381.8604448,0.745372068,1519.543188,1062.191803,444.6536727,7705.894324,490.0149628,12866.42256,1.212395502,34.72917719,30820.99147,3.5613528,21314.27461,357554.6437,20.43230265,4,2:25,0,15.956,18,1.561417414
